3.99,0.043,1530176995741,0
3.99,0.043,1530176996741,-1.1944444444444443e-05
3.99,0.043,1530176997741,-2.3888888888888885e-05
3.99,0.043,1530176998741,-3.583333333333333e-05
3.99,0.043,1530176999741,-4.777777777777777e-05
3.99,0.043,1530177000741,-5.972222222222221e-05
3.99,0.043,1530177001741,-7.166666666666666e-05
3.99,0.043,1530177002741,-8.36111111111111e-05
3.99,0.043,1530177003741,-9.555555555555554e-05
3.99,0.043,1530177004741,-0.00010749999999999998
3.99,0.043,1530177005741,-0.00011944444444444443
3.99,0.043,1530177006741,-0.00013138888888888887
3.99,0.043,1530177007741,-0.0001433333333333333
3.99,0.043,1530177008741,-0.00015527777777777775
3.99,0.043,1530177009741,-0.0001672222222222222
3.99,0.043,1530177010741,-0.00017916666666666664
3.99,0.043,1530177011741,-0.00019111111111111108
3.99,0.043,1530177012741,-0.00020305555555555552
3.99,0.043,1530177013741,-0.00021499999999999997
3.99,0.043,1530177014741,-0.0002269444444444444
3.99,0.043,1530177015741,-0.00023888888888888885
3.99,0.043,1530177016741,-0.00025083333333333327
3.99,0.043,1530177017741,-0.0002627777777777777
3.99,0.043,1530177018741,-0.0002747222222222221
3.99,0.043,1530177019741,-0.0002866666666666665
3.99,0.043,1530177020741,-0.00029861111111111093
3.99,0.043,1530177021741,-0.00031055555555555535
3.99,0.043,1530177022741,-0.00032249999999999976
3.99,0.043,1530177023741,-0.0003344444444444442
3.99,0.043,1530177024741,-0.0003463888888888886
3.99,0.043,1530177025741,-0.000358333333333333
3.99,0.043,1530177026741,-0.0003702777777777774
3.99,0.043,1530177027741,-0.00038222222222222184
3.99,0.043,1530177028741,-0.00039416666666666625
3.99,0.043,1530177029741,-0.00040611111111111067
3.99,0.043,1530177030741,-0.0004180555555555551
3.99,0.043,1530177031741,-0.0004299999999999995
3.99,0.043,1530177032741,-0.0004419444444444439
3.99,0.043,1530177033741,-0.00045388888888888833
3.99,0.043,1530177034741,-0.00046583333333333275
3.99,0.043,1530177035741,-0.00047777777777777716
3.99,0.043,1530177036741,-0.0004897222222222216
3.99,0.043,1530177037741,-0.000501666666666666
3.99,0.043,1530177038741,-0.0005136111111111104
3.99,0.043,1530177039741,-0.0005255555555555548
3.99,0.043,1530177040741,-0.0005374999999999992
3.99,0.043,1530177041741,-0.0005494444444444437
3.99,0.043,1530177042741,-0.0005613888888888881
3.99,0.043,1530177043741,-0.0005733333333333325
